published_date,open,high,low,close,per_change,traded_quantity,traded_amount,status
2021-03-15,697.00,732.00,697.00,717.00,-2.05,18931.00,13618370.00,-1
2021-03-16,717.00,736.00,710.00,717.00,0.00,16119.00,11574164.00,0
2021-03-17,717.00,725.00,710.00,724.00,0.98,18347.00,13169199.00,1
2021-03-18,725.00,744.00,717.00,744.00,2.76,18485.00,13599335.00,1
2021-03-21,740.00,772.00,735.00,772.00,3.76,24819.00,18813286.00,1
2021-03-22,772.00,795.00,752.00,755.00,-2.20,20854.00,15898123.00,-1
2021-03-23,755.00,755.00,740.00,749.00,-0.79,15760.00,11787500.00,-1
2021-03-24,752.00,760.00,737.00,758.00,1.20,20644.00,15510478.00,1
2021-03-25,721.00,790.00,721.00,759.00,0.13,23205.00,17613071.00,1
2021-03-29,759.00,764.00,747.00,755.00,-0.53,15859.00,11928953.00,-1
2021-03-30,755.00,820.00,755.00,820.00,8.61,56791.00,44881786.00,1
2021-03-31,850.00,855.00,833.00,837.00,2.07,36033.00,30243760.00,1
2021-04-01,860.00,860.00,815.00,822.00,-1.79,32296.00,26658497.00,-1
2021-04-04,863.00,863.00,814.00,841.00,2.31,53045.00,44464415.00,1
2021-04-05,850.00,850.00,821.00,825.00,-1.90,25763.00,21395246.00,-1
2021-04-06,840.00,840.00,808.00,809.00,-1.94,28130.00,22844692.00,-1
2021-04-07,809.00,810.00,800.00,802.00,-0.87,18604.00,14927321.00,-1
2021-04-08,842.00,842.00,795.00,801.00,-0.12,18015.00,14440205.00,-1
2021-04-12,841.00,841.00,785.00,801.00,0.00,34171.00,27264975.00,0
2021-04-13,800.00,804.00,788.00,800.00,-0.12,15193.00,12118173.00,-1
2021-04-15,840.00,840.00,795.00,797.00,-0.38,22334.00,17848328.00,-1
2021-04-18,797.00,798.00,786.00,786.00,-1.38,18328.00,14489033.00,-1
2021-04-19,800.00,832.00,775.00,779.00,-0.89,14968.00,11708243.00,-1
2021-04-20,779.00,794.00,769.00,777.00,-0.26,15616.00,12176764.00,-1
2021-04-21,777.00,780.00,771.00,771.00,-0.77,15909.00,12323868.00,-1
2021-04-22,769.00,793.00,761.00,780.00,1.17,22450.00,17515044.00,1
2021-04-25,780.00,794.00,750.00,756.00,-3.08,24975.00,18961739.00,-1
2021-04-26,750.00,753.00,735.00,736.00,-2.65,28888.00,21380214.00,-1
2021-04-27,725.00,779.00,725.00,779.00,5.84,18203.00,13810622.00,1
